,name,id,price,alias,type,category,rating,zip,latitude,longitude,labels_km,centroid_latitude,centroid_longitude,distance_centroid
17862,Bud Namu Korean BBQ,6idxDesBMzZuS3j4s9tYMw,2.0,bud-namu-korean-bbq-los-angeles,bbq,bbq,3.0,90005,34.0573,-118.302,92,34.05488373101952,-118.30890238611714,0.007313
17863,Glass Hookah Lounge,6pkjbG-TCWKEMReFXiBnnw,2.0,glass-hookah-lounge-los-angeles,lounges,lounges,4.0,90046,34.0835,-118.351,78,34.09045858823529,-118.34544470588236,0.008904
17864,Koi,3ok2v2VEV3qFbYNeCiQizQ,3.0,koi-west-hollywood,japanese,japanese,4.0,90069,34.0845,-118.376,80,34.0809575,-118.38059791666667,0.005804
17865,Cofax Coffee Shop,SZFU3xscjsDtbmahk9jyKA,2.0,cofax-coffee-shop-los-angeles,coffee,coffee,4.0,90036,34.0793,-118.361,27,34.073348076923075,-118.3617032967033,0.005993
17866,Prime Pizza,TJ-0_8pHsM5LTMp238Oo-Q,1.0,prime-pizza-los-angeles-4,pizza,pizza,4.0,90036,34.0797,-118.361,27,34.073348076923075,-118.3617032967033,0.006391
17867,Sprinkles Cupcakes,UFnQymR4bbTNxQaoBie6Cg,2.0,sprinkles-cupcakes-los-angeles-2,desserts,desserts,3.5,90036,34.0724,-118.35799999999999,27,34.073348076923075,-118.3617032967033,0.003823
17868,Sweet Lady Jane Bakery,EdEA0bbfp_TJFqNoZR1mHw,2.0,sweet-lady-jane-bakery-los-angeles,desserts,desserts,3.5,90069,34.0834,-118.37200000000001,80,34.0809575,-118.38059791666667,0.008938
17869,La Chouquette,u3Ovxpd957VFHWjYggtSoA,2.0,la-chouquette-los-angeles,bakeries,bakeries,4.5,90046,34.0833,-118.35,78,34.09045858823529,-118.34544470588236,0.008485
17870,Verve Coffee Roasters,_UYbWDrXNsZU-hEMB5ITSw,2.0,verve-coffee-roasters-los-angeles-5,coffee,coffee,4.0,90048,34.0723,-118.365,27,34.073348076923075,-118.3617032967033,0.003459
17871,Crown of India,1QIE6_5eJzBIctAdkb0IBw,2.0,crown-of-india-los-angeles,indpak,indpak,4.0,90038,34.091,-118.338,78,34.09045858823529,-118.34544470588236,0.007464
17872,Cake Monkey Bakery,h-Cma_ZH-FEcKSV6JiXGXQ,2.0,cake-monkey-bakery-los-angeles,bakeries,bakeries,4.5,90036,34.0763,-118.36,27,34.073348076923075,-118.3617032967033,0.003408
17873,Le Petit Greek,2ptYhY0gxay6PwdCzAsTmw,2.0,le-petit-greek-los-angeles,greek,greek,3.5,90004,34.0739,-118.324,53,34.076937192982456,-118.31401403508772,0.010438
17874,Get Bbul,Vofb2CP_2rSeBvOgy1679A,2.0,get-bbul-los-angeles,korean,korean,4.0,90006,34.0527,-118.306,92,34.05488373101952,-118.30890238611714,0.003632
17875,Sabores Oaxaqueños Restaurant,DooegA7kiv2h57T-sjj7oA,2.0,sabores-oaxaqueños-restaurant-los-angeles-3,mexican,mexican,4.5,90005,34.0578,-118.302,92,34.05488373101952,-118.30890238611714,0.007493
17876,Andante Coffee Roaster,Dur0mrXl7WzhuQXnhMy4qw,2.0,andante-coffee-roaster-los-angeles,coffee,coffee,4.0,90036,34.0763,-118.35600000000001,27,34.073348076923075,-118.3617032967033,0.006422
17877,Breakfast & Crepes of Paris Catering,TX7bf473Dkm-FfiyqEZpXw,2.0,breakfast-and-crepes-of-paris-catering-los-angeles-6,catering,catering,5.0,90048,34.0719,-118.374,80,34.0809575,-118.38059791666667,0.011206
17878,Lemonade,U2xdaP7MkCzL5Qr7SgFXVg,2.0,lemonade-los-angeles-12,newamerican,newamerican,4.0,90004,34.0825,-118.323,53,34.076937192982456,-118.31401403508772,0.010568
17879,Blackbird Pizza Shop,v5JaR9R_p0dnyDtefjtF9A,2.0,blackbird-pizza-shop-los-angeles,pizza,pizza,4.5,90046,34.0839,-118.353,78,34.09045858823529,-118.34544470588236,0.010005
17880,Pour Vous,ddU-qXkBLuf3oMPWOf_iBw,2.0,pour-vous-los-angeles,lounges,lounges,4.0,90038,34.0833,-118.322,53,34.076937192982456,-118.31401403508772,0.010211
17881,Le Pain Quotidien,0g5pHUv8YMbdZwLvYN2ZJA,2.0,le-pain-quotidien-los-angeles-26,bakeries,bakeries,4.0,90004,34.0735,-118.324,53,34.076937192982456,-118.31401403508772,0.010561
17882,Potato Chips Deli,eKkQ2Y9_ZM_am4iA27gFpA,2.0,potato-chips-deli-los-angeles-2,delis,delis,4.5,90036,34.0764,-118.35600000000001,27,34.073348076923075,-118.3617032967033,0.006469
17883,Alfred Coffee Melrose Place,5JAwQ8YnOgoXALGZCNiYWA,2.0,alfred-coffee-melrose-place-los-angeles-15,coffee,coffee,4.0,90069,34.0835,-118.374,80,34.0809575,-118.38059791666667,0.007071
17884,Fat Dog,DSpuzm5hjpjHgo4yboaZ7g,2.0,fat-dog-los-angeles,newamerican,newamerican,4.0,90046,34.0861,-118.36200000000001,26,34.093374817518246,-118.36939416058394,0.010373
17885,E.A.K. Ramen,oqLsYZSS_CFXfmh0yZDNdQ,2.0,e-a-k-ramen-los-angeles,ramen,ramen,4.0,90046,34.0838,-118.353,78,34.09045858823529,-118.34544470588236,0.010071
17886,Tomato Pie Pizza Joint,3R1O-HFHT3iKtxWEIoPWTg,1.0,tomato-pie-pizza-joint-los-angeles,pizza,pizza,4.0,90046,34.0839,-118.359,27,34.073348076923075,-118.3617032967033,0.010893
17887,The Abbey Food & Bar,WToFoJxaOlCLijJKkd0UxA,2.0,the-abbey-food-and-bar-west-hollywood,gaybars,gaybars,3.5,90069,34.0836,-118.385,80,34.0809575,-118.38059791666667,0.005134
17888,Lucifers Pizza,y0biTABmV6UmfFe2rOxYXA,2.0,lucifers-pizza-los-angeles-2,pizza,pizza,4.0,90036,34.0836,-118.345,78,34.09045858823529,-118.34544470588236,0.006873
17889,Jesse Boy,Jd_1ZFglF0Kqqp0WGHyPeg,2.0,jesse-boy-los-angeles-4,chicken_wings,chicken_wings,4.5,90038,34.0906,-118.32600000000001,6,34.100226233766236,-118.32981818181818,0.010356
17890,Peet's Coffee,1pJmyex-C3Rsa-hsXaWOXQ,1.0,peets-coffee-los-angeles-5,coffee,coffee,4.0,90004,34.0737,-118.323,53,34.076937192982456,-118.31401403508772,0.009551
17891,Catch LA,qrjj7XeIx2XoFOomNVuT5w,3.0,catch-la-west-hollywood,sushi,sushi,3.5,90069,34.0813,-118.384,80,34.0809575,-118.38059791666667,0.003419
17892,Amandine Patisserie Cafe KTown,4uSZ0G-8hteI26CBYWnwgg,2.0,amandine-patisserie-cafe-ktown-los-angeles-2,bakeries,bakeries,4.0,90006,34.0527,-118.304,92,34.05488373101952,-118.30890238611714,0.005367
17893,Mapo Kkak Doo Gee Restaurant,EQ4Slz2LL8WdcbDT1ng1zQ,2.0,mapo-kkak-doo-gee-restaurant-los-angeles,korean,korean,4.0,90020,34.0637,-118.301,20,34.064744362745095,-118.29536274509805,0.005733
17894,Cafe Americano on Melrose,IwRNXSfRc4g8utUNFTw4vQ,1.0,cafe-americano-on-melrose-los-angeles-2,coffee,coffee,4.0,90038,34.0833,-118.32600000000001,53,34.076937192982456,-118.31401403508772,0.01357
17895,The Parlor,xUDJy8BuzZou2BADrkZBPw,2.0,the-parlor-los-angeles,gastropubs,gastropubs,3.5,90046,34.0832,-118.348,78,34.09045858823529,-118.34544470588236,0.007695
17896,PUMP Restaurant,IDno0e16u1Xz5VsmJJ20vA,3.0,pump-restaurant-west-hollywood,lounges,lounges,3.5,90069,34.0837,-118.385,80,34.0809575,-118.38059791666667,0.005186
17897,Shake Shack,Tx2pd5s2_2PMJxg1_20AMw,2.0,shake-shack-west-hollywood-3,burgers,burgers,3.5,90069,34.0887,-118.37700000000001,80,34.0809575,-118.38059791666667,0.008538
17898,Man Soo Korean Bar-B-Q,T2RVsta8Ec29zJuRacA0mA,2.0,man-soo-korean-bar-b-q-los-angeles,korean,korean,4.0,90005,34.0577,-118.304,92,34.05488373101952,-118.30890238611714,0.005654
17899,Sur Restaurant & Lounge,iTLSVLEcErPNQW2k_iGr_g,3.0,sur-restaurant-and-lounge-west-hollywood-3,newamerican,newamerican,3.5,90069,34.0812,-118.385,80,34.0809575,-118.38059791666667,0.004409
17900,La Descarga,qosNAUyoOK3opm5wRllfbA,2.0,la-descarga-hollywood,lounges,lounges,4.0,90029,34.0921,-118.31,29,34.09790287958115,-118.30735863874345,0.006376
17901,Diamond Bakery,UdfNyzANJg6vwjcPaGrP-w,1.0,diamond-bakery-los-angeles,bakeries,bakeries,4.5,90036,34.0771,-118.36200000000001,27,34.073348076923075,-118.3617032967033,0.003764
17902,Hugo's,NmbWzUznZM9JsQh8kTTtAQ,2.0,hugos-west-hollywood-3,newamerican,newamerican,4.0,90069,34.0909,-118.37299999999999,26,34.093374817518246,-118.36939416058394,0.004373
17903,Astro Burger,Ot60d9BaHuwhBBCmr7Js2g,2.0,astro-burger-west-hollywood-2,burgers,burgers,4.0,90046,34.091,-118.352,78,34.09045858823529,-118.34544470588236,0.006578
17904,WeHo Bistro,o2A0ppvV4zyXiernTLWpEA,2.0,weho-bistro-west-hollywood,french,french,4.0,90069,34.0901,-118.376,26,34.093374817518246,-118.36939416058394,0.007373
17905,Lulu's Cafe,bxrmxHXmX3at0rgT8Rwi9w,2.0,lulus-cafe-los-angeles-2,breakfast_brunch,breakfast_brunch,4.5,90036,34.0764,-118.345,78,34.09045858823529,-118.34544470588236,0.014066
17906,Salt & Straw,5lsnRJLptbFxCNeHn87W6g,2.0,salt-and-straw-west-hollywood-2,icecream,icecream,4.5,90069,34.0841,-118.38600000000001,80,34.0809575,-118.38059791666667,0.00625
17907,mumu bakerycafe,XpPLvHEu-qmWdRa-2ZpxzQ,1.0,mumu-bakerycafe-los-angeles,bakeries,bakeries,4.5,90006,34.0529,-118.304,92,34.05488373101952,-118.30890238611714,0.005289
17908,Mr Boba,Qz91cRuMjsBZGPpEwmUJqA,1.0,mr-boba-los-angeles-5,bubbletea,bubbletea,4.0,90020,34.0637,-118.306,92,34.05488373101952,-118.30890238611714,0.009282
17909,Cousins Maine Lobster Restaurant,P56Mf5LEjh3wA8WfhENX2w,2.0,cousins-maine-lobster-restaurant-west-hollywood,seafood,seafood,4.0,90069,34.0884,-118.37899999999999,80,34.0809575,-118.38059791666667,0.007612
17910,Sal's,qyoXF1QSRHskSOzqyISDxA,2.0,sals-los-angeles,italian,italian,4.0,90046,34.0835,-118.35,78,34.09045858823529,-118.34544470588236,0.008317
17911,Thai Original BBQ Restaurant,uKHTvGu6-m73aLQTxUhyPQ,2.0,thai-original-bbq-restaurant-los-angeles-3,thai,thai,3.5,90020,34.0693,-118.302,20,34.064744362745095,-118.29536274509805,0.00805
17912,Pizza Go,sOQnBawL11YPis45ddDghA,2.0,pizza-go-los-angeles,pizza,pizza,4.0,90020,34.0688,-118.306,20,34.064744362745095,-118.29536274509805,0.011384
17913,Sushi Fumi,m_xAjTKjvcyqd-jBs8A2VA,2.0,sushi-fumi-los-angeles,sushi,sushi,4.5,90048,34.0778,-118.37700000000001,80,34.0809575,-118.38059791666667,0.004787
17914,La Creme Cafe,AHEvVyKMXY0Qdt6xF2yIGg,1.0,la-creme-cafe-los-angeles,modern_european,modern_european,4.5,90046,34.0834,-118.351,78,34.09045858823529,-118.34544470588236,0.008982
17915,Yerim Korean BBQ,zvp9ceIV9q6eK3Vp_M4MCQ,2.0,yerim-korean-bbq-los-angeles-2,korean,korean,4.0,90020,34.0688,-118.305,20,34.064744362745095,-118.29536274509805,0.010456
17916,Ttu Rak,xIQU6U3WXtry00E-J9pRvg,2.0,ttu-rak-los-angeles-2,korean,korean,4.0,90004,34.0738,-118.31,53,34.076937192982456,-118.31401403508772,0.005095
17917,Hummus Republic,EogEmrNVM2cedKSqHzosrA,2.0,hummus-republic-los-angeles-13,mediterranean,mediterranean,4.5,90048,34.0726,-118.37100000000001,27,34.073348076923075,-118.3617032967033,0.009327
17918,Second Round,VS8eLjWzhWsIll06Yudn6w,1.0,second-round-los-angeles,coffee,coffee,4.5,90004,34.0749,-118.309,53,34.076937192982456,-118.31401403508772,0.005412
17919,Farmhouse,1nV2NBbRXiWYqjSNcSsYWA,2.0,farmhouse-los-angeles,newamerican,newamerican,4.0,90048,34.0737,-118.37700000000001,80,34.0809575,-118.38059791666667,0.0081
17920,Vernetti,TNkfaiMFw1e6dKWxTtGJHw,2.0,vernetti-los-angeles,italian,italian,4.0,90004,34.0753,-118.324,53,34.076937192982456,-118.31401403508772,0.010119
17921,The Roger Room,-smEQ-GX_OIHP5vzkIrXQQ,2.0,the-roger-room-los-angeles,bars,bars,4.0,90048,34.0779,-118.376,80,34.0809575,-118.38059791666667,0.005522
17922,Angelini Alimentari,Ka20gH4dovOOZVZxOWLewA,2.0,angelini-alimentari-los-angeles,breakfast_brunch,breakfast_brunch,4.5,90036,34.0764,-118.34899999999999,27,34.073348076923075,-118.3617032967033,0.013065
17923,Mountain Cafe,et-BaxAfGLpTufqfimbPUg,1.0,mountain-cafe-los-angeles-4,korean,korean,4.0,90020,34.0631,-118.29799999999999,20,34.064744362745095,-118.29536274509805,0.003108
17924,Escuela Taqueria,TZKxO09nCJlh6sBNUI4QRg,2.0,escuela-taqueria-los-angeles-2,mexican,mexican,3.5,90036,34.0763,-118.35600000000001,27,34.073348076923075,-118.3617032967033,0.006422
17925,La Barca Restaurant,FBRxoQSWtziiU_A5tscVGA,2.0,la-barca-restaurant-los-angeles,mexican,mexican,4.0,90007,34.0339,-118.291,60,34.04393046594982,-118.29029032258065,0.010056
17926,The Cat & Fiddle Restaurant & Pub,FAW0X9xZIGsxiIX1JfArgQ,2.0,the-cat-and-fiddle-restaurant-and-pub-hollywood,british,british,4.5,90038,34.0847,-118.338,78,34.09045858823529,-118.34544470588236,0.009412
17927,Fish Grill,-2AdXfCXYjLBuyFc0KFFXA,2.0,fish-grill-los-angeles-2,seafood,seafood,4.0,90036,34.076,-118.34700000000001,78,34.09045858823529,-118.34544470588236,0.014542
17928,Sam's Bagels,E-naPoIKagmsHwLYG11HkQ,1.0,sams-bagels-los-angeles-2,bagels,bagels,3.5,90004,34.0745,-118.323,53,34.076937192982456,-118.31401403508772,0.009311
17929,Kochi,eM9i1sVyWX44A7Vns8362w,2.0,kochi-west-hollywood,japanese,japanese,4.5,90048,34.0784,-118.376,80,34.0809575,-118.38059791666667,0.005261
17930,The Butcher. The Baker. The Cappuccino Maker,0MbnNM2IvNWMQ1YsPfDTjQ,2.0,the-butcher-the-baker-the-cappuccino-maker-west-hollywood-2,newamerican,newamerican,4.0,90069,34.0921,-118.381,80,34.0809575,-118.38059791666667,0.01115
17931,Yupdduk Olympic,OfuhjR6aLK51FH0QMSsC0w,2.0,yupdduk-olympic-los-angeles,korean,korean,4.0,90006,34.0524,-118.304,92,34.05488373101952,-118.30890238611714,0.005496
17932,Creme,DBlFZy7s-AJysP1wzQJrKA,2.0,creme-los-angeles-3,coffee,coffee,4.0,90020,34.0634,-118.304,20,34.064744362745095,-118.29536274509805,0.008741
17933,Kitchen Sooda,6bqxHEgw3YFzfKqxYw6yaQ,2.0,kitchen-sooda-los-angeles,seafood,seafood,4.0,90005,34.0629,-118.306,92,34.05488373101952,-118.30890238611714,0.008526
17934,Laurel Hardware,bZvzLXrCj8hya33di73d8Q,2.0,laurel-hardware-west-hollywood-2,newamerican,newamerican,3.5,90046,34.0907,-118.36399999999999,26,34.093374817518246,-118.36939416058394,0.006021
17935,Street Food Of Seoul,PQGsaaJ9YVL_Sgiy7aB70Q,1.0,street-food-of-seoul-los-angeles,asianfusion,asianfusion,4.0,90020,34.0634,-118.29799999999999,20,34.064744362745095,-118.29536274509805,0.00296
17936,Marinate,wQydEn8-XnvWX_cXGxqudw,1.0,marinate-los-angeles,tacos,tacos,4.5,90038,34.0837,-118.31,53,34.076937192982456,-118.31401403508772,0.007864
17937,Badmaash - Fairfax,9OqeSaKmGjo2xhvcSI-Xog,2.0,badmaash-fairfax-los-angeles-2,indpak,indpak,4.5,90036,34.0788,-118.361,27,34.073348076923075,-118.3617032967033,0.005497
17938,Tortilla Republic,_-jI35IyXFN4f_PENuaGig,2.0,tortilla-republic-west-hollywood-3,mexican,mexican,4.0,90069,34.0814,-118.385,80,34.0809575,-118.38059791666667,0.004424
17939,Curry House CoCo Ichibanya,tGLnYj10jHDZjxUbjzEtAg,2.0,curry-house-coco-ichibanya-los-angeles-3,japacurry,japacurry,3.5,90020,34.0633,-118.29799999999999,20,34.064744362745095,-118.29536274509805,0.003007
17940,Cecconi's West Hollywood,knJ9cXuYSztqNDEODGCk9Q,3.0,cecconis-west-hollywood-west-hollywood,italian,italian,3.5,90069,34.0806,-118.385,80,34.0809575,-118.38059791666667,0.004417
17941,Sushi Time,Xey76XermL0XnsLMYlFoBw,2.0,sushi-time-los-angeles,sushi,sushi,4.0,90048,34.0764,-118.366,27,34.073348076923075,-118.3617032967033,0.00527
17942,Pitfire Artisan Pizza,B2IGlefSLBXnkKJPZeoe8w,2.0,pitfire-artisan-pizza-los-angeles-3,pizza,pizza,4.0,90046,34.0857,-118.36200000000001,26,34.093374817518246,-118.36939416058394,0.010657
17943,Cafe Bleu,lvnTjRhQoZ65kHYn23UyCg,2.0,cafe-bleu-los-angeles,sportsbars,sportsbars,4.0,90020,34.0629,-118.29700000000001,20,34.064744362745095,-118.29536274509805,0.002466
17944,Kreation Organic Kafe & Juicery,6fsm5DDGVPJeTjJQT9zPjg,2.0,kreation-organic-kafe-and-juicery-los-angeles-4,juicebars,juicebars,4.0,90048,34.0728,-118.374,80,34.0809575,-118.38059791666667,0.010492
17945,Cal Mare,85UsfPWwUlRiFf77a9unoQ,3.0,cal-mare-los-angeles-5,italian,italian,4.0,90048,34.0744,-118.37700000000001,80,34.0809575,-118.38059791666667,0.00748
17946,Paramount Coffee Project,bCqZRDVoQw8s-jmvd0kHFg,2.0,paramount-coffee-project-los-angeles-5,breakfast_brunch,breakfast_brunch,4.0,90036,34.0798,-118.361,27,34.073348076923075,-118.3617032967033,0.00649
17947,Cafe Brass Monkey,FIgqdyKBNWs0vIRblFTkqg,2.0,cafe-brass-monkey-los-angeles,karaoke,karaoke,3.5,90005,34.0611,-118.29899999999999,20,34.064744362745095,-118.29536274509805,0.005149
17948,Hunter & Charlie's,Z3zQNPHL3TFhaJYeVKGp4g,2.0,hunter-and-charlies-los-angeles,breakfast_brunch,breakfast_brunch,4.0,90038,34.0901,-118.32600000000001,6,34.100226233766236,-118.32981818181818,0.010822
17949,Sharp Specialty Coffee,mufrng2MGt41KI4NYGTe6Q,1.0,sharp-specialty-coffee-los-angeles,coffee,coffee,4.5,90020,34.0639,-118.296,20,34.064744362745095,-118.29536274509805,0.001058
17950,Umeda,vu8S4ESHmqWnoVT80lbnUg,4.0,umeda-los-angeles-3,japanese,japanese,4.5,90038,34.0836,-118.339,78,34.09045858823529,-118.34544470588236,0.009411
17951,Falafel Corner,I-y-MAy1YNbet0nKSEoeZA,1.0,falafel-corner-los-angeles,greek,greek,4.0,90005,34.0601,-118.3,20,34.064744362745095,-118.29536274509805,0.006563
17952,Norah,i7DTjyOXM4sSHNzU9Ghvuw,2.0,norah-west-hollywood,newamerican,newamerican,4.0,90046,34.0908,-118.37,26,34.093374817518246,-118.36939416058394,0.002645
17953,Uncle Paulie's Deli,wwepvJuQ4x4qbMWddsYrQA,2.0,uncle-paulies-deli-los-angeles,delis,delis,4.5,90048,34.0763,-118.37200000000001,80,34.0809575,-118.38059791666667,0.009778
17954,Traktir,hHRvhsRKOd50wVBt7JvpaQ,2.0,traktir-west-hollywood,russian,russian,4.0,90046,34.0911,-118.367,26,34.093374817518246,-118.36939416058394,0.003303
17955,Cake & Art,i4W6tVBJWyBLp1SA2yCa0w,2.0,cake-and-art-west-hollywood,bakeries,bakeries,4.5,90069,34.0875,-118.38,80,34.0809575,-118.38059791666667,0.00657
17956,Foodlab,KqwhSnivUjQF354WCv1gDQ,2.0,foodlab-los-angeles-2,coffee,coffee,4.0,90046,34.0909,-118.348,78,34.09045858823529,-118.34544470588236,0.002593
17957,Rosaline,3Pd3knaB6HW1-0TXXVyiuA,3.0,rosaline-west-hollywood-2,peruvian,peruvian,4.0,90069,34.0826,-118.376,80,34.0809575,-118.38059791666667,0.004882
17958,Northern Cafe,kK2o4A2R9483zQ6IJBBGVg,2.0,northern-cafe-los-angeles-2,chinese,chinese,4.0,90048,34.0762,-118.375,80,34.0809575,-118.38059791666667,0.007346
17959,Coffee House Heyri,G18cnw5WFpQWosWHKrGBew,2.0,coffee-house-heyri-los-angeles,coffee,coffee,3.0,90005,34.0581,-118.306,92,34.05488373101952,-118.30890238611714,0.004332
17960,White and Brown Cafe,q-5Kw2VugYUrgM-Ut24wlQ,1.0,white-and-brown-cafe-los-angeles-3,coffee,coffee,4.5,90005,34.0632,-118.3,20,34.064744362745095,-118.29536274509805,0.004888
17961,Craig's,WkM87Xr2NIECZU_KXKCm8Q,3.0,craigs-west-hollywood,newamerican,newamerican,4.0,90069,34.0806,-118.387,80,34.0809575,-118.38059791666667,0.006412
17962,Blipsy Bar,XM2w74kjHQNixim6Mu9Bkg,1.0,blipsy-bar-los-angeles,divebars,divebars,3.5,90004,34.0777,-118.309,53,34.076937192982456,-118.31401403508772,0.005072
17963,California Ramen Factory,3VlKf0Z55eiPwl764_dVjA,2.0,california-ramen-factory-los-angeles-7,ramen,ramen,4.0,90020,34.0689,-118.301,20,34.064744362745095,-118.29536274509805,0.007003
17964,Cafe Nandarang,o2Tf7rfdf5cvwYIYkYIGUg,2.0,cafe-nandarang-los-angeles,korean,korean,3.5,90020,34.0638,-118.306,92,34.05488373101952,-118.30890238611714,0.009377
17965,Surawon Tofu House,TgnkTneCxtIbGYcZg_rvWw,2.0,surawon-tofu-house-los-angeles-2,korean,korean,4.5,90006,34.0528,-118.295,60,34.04393046594982,-118.29029032258065,0.010042
17966,Sanya,qQJqUajZCSwF1tHEU9Afog,2.0,sanya-los-angeles,korean,korean,3.0,90006,34.053000000000004,-118.29799999999999,92,34.05488373101952,-118.30890238611714,0.011064
17967,Shin Beijing,zBHdX8N87aCumBcEjUK4Dw,2.0,shin-beijing-los-angeles,chinese,chinese,3.5,90006,34.0529,-118.303,92,34.05488373101952,-118.30890238611714,0.006227
17968,Ginza Ramen,7nFlWfz_n_RP_IeVdeNsSA,1.0,ginza-ramen-los-angeles-2,ramen,ramen,4.5,90005,34.0594,-118.292,20,34.064744362745095,-118.29536274509805,0.006314
17969,Prime Cutts,Uwch4QHdF5C8RWv-jQXeKA,2.0,prime-cutts-los-angeles-3,mediterranean,mediterranean,4.0,90048,34.0726,-118.37100000000001,27,34.073348076923075,-118.3617032967033,0.009327
17970,Caveman Kitchen,d09ros9QhLRs9EgWbkkvvg,2.0,caveman-kitchen-los-angeles-2,latin,latin,4.0,90007,34.036,-118.292,60,34.04393046594982,-118.29029032258065,0.008113
17971,Pura Vita,_DiPHeKsR9Pzk-lrAiwv-Q,2.0,pura-vita-west-hollywood-2,italian,italian,4.5,90046,34.0907,-118.37,26,34.093374817518246,-118.36939416058394,0.002743
17972,Kuishimbo Restaurant,arCFK6vgIlS3ydBgW9Yojg,1.0,kuishimbo-restaurant-los-angeles,japanese,japanese,4.0,90020,34.0637,-118.296,20,34.064744362745095,-118.29536274509805,0.001223
17973,V Cafe,dWI7_I3FBxwMEJof8MgCiQ,1.0,v-cafe-los-angeles,cafes,cafes,4.0,90046,34.0835,-118.368,26,34.093374817518246,-118.36939416058394,0.009973
17974,Bar Lubitsch,mqDRI-CpKjkVW249B0-22A,2.0,bar-lubitsch-west-hollywood,danceclubs,danceclubs,4.0,90046,34.0905,-118.35700000000001,78,34.09045858823529,-118.34544470588236,0.011555
17975,Jesse's Camarones Restaurant,R4xJYCYy6JR_elxvn_8SNw,1.0,jesses-camarones-restaurant-los-angeles,seafood,seafood,4.5,90007,34.0329,-118.294,60,34.04393046594982,-118.29029032258065,0.011638
17976,Matsumoto,0JyCFdMTvuj54i-RUuV5XA,4.0,matsumoto-los-angeles-4,sushi,sushi,4.5,90048,34.0762,-118.37299999999999,80,34.0809575,-118.38059791666667,0.008964
17977,Muraya,YpM5qRwt8uwC77WNZtGIfA,2.0,muraya-los-angeles,japanese,japanese,4.5,90004,34.0736,-118.324,53,34.076937192982456,-118.31401403508772,0.010529
17978,Louise's Trattoria,l5xPawJ1xui80qLKzGE5RA,2.0,louises-trattoria-los-angeles-2,italian,italian,3.5,90004,34.0757,-118.323,53,34.076937192982456,-118.31401403508772,0.009071
17979,The Phoenix,vD_vPxFQ8Bf4OO32bVsPxg,2.0,the-phoenix-los-angeles-2,lounges,lounges,4.0,90048,34.073,-118.376,80,34.0809575,-118.38059791666667,0.00919
17980,Genghis Cohen,yZeD7zryb6cczRLCromLFA,2.0,genghis-cohen-los-angeles-2,musicvenues,musicvenues,3.5,90046,34.0845,-118.361,27,34.073348076923075,-118.3617032967033,0.011174
17981,JJAN,xz66LQF-f06EtZ89Av6f3A,2.0,jjan-los-angeles,bars,bars,4.5,90005,34.0574,-118.301,92,34.05488373101952,-118.30890238611714,0.008293
17982,The Copper Still,8QbMICfwft4UaKf3yfXZKw,2.0,the-copper-still-los-angeles-2,bars,bars,4.0,90004,34.0764,-118.306,53,34.076937192982456,-118.31401403508772,0.008032
17983,Chao Krung Thai,aWcDn06p2jFmsdMPHSjBSA,2.0,chao-krung-thai-los-angeles,thai,thai,3.5,90036,34.0747,-118.36200000000001,27,34.073348076923075,-118.3617032967033,0.001384
17984,Jinpachi,uaEoE67FbTNA5f5cTSqFOA,3.0,jinpachi-west-hollywood,japanese,japanese,4.5,90069,34.0874,-118.381,80,34.0809575,-118.38059791666667,0.006455
17985,Manpuku Japanese Yakiniku Dining,quDRbtVyZHsvVeEMe0K6zw,3.0,manpuku-japanese-yakiniku-dining-los-angeles-2,japanese,japanese,4.5,90048,34.0731,-118.376,80,34.0809575,-118.38059791666667,0.009104
